layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,9000.0,0.2,-0.03,0.0170021928420184,0.2,-0.028,0.01695475160335469,6750
3,36000.0,0.22,-0.2,0.0107799726565347,0.219,-0.2,0.008965787067282127,22780
4,144000.0,0.25,-0.3,0.0141601151593812,0.242,-0.35,0.00939913803534198,20250
5,576000.0,0.29,-0.3,0.0101835322773617,0.281,-0.38,0.008467460487737943,27000
6,2304000.0,0.34,-0.3,0.008784680669608,0.337,-0.34,0.006354863123258947,45562
7,9216000.0,0.42,-0.3,0.0061402564770105,0.41,-0.33,0.004868320127138559,81000
8,36864000.0,0.48,-0.4,0.0063395840627188,0.471,-0.44,0.0050330500097569755,72000
9,147456000.0,0.6,-0.71,0.0070218335998082,0.6,-0.705,0.00638152021829241,45562
10,589824000.0,6.0,-1.09,0.0265099999999658,6.6,-1.091,0.026509999999956957,2530
