band,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,47614.0,0.16,1.6,0.0134767473688152,0.159,1.51,0.012798011656144026,11903
5,102030.0,0.16,1.1,0.0137606542944152,0.159,1.04,0.013544384505753848,9564
8,326496.0,0.17,1.2,0.013523619843459,0.17,1.14,0.012260723977996268,12912
11,904666.0,0.17,0.6,0.0123290569269471,0.168,0.53,0.010325856200757655,17887
14,2727602.0,0.18,0.6,0.0113105127020664,0.18,0.55,0.00927943162600442,21309
17,8298440.0,0.19,0.4,0.0090515439784369,0.19,0.42,0.005314798866771775,64831
20,25140192.0,0.23,1.0,0.0047507036768751,0.227,0.9,0.0036525907902837107,139822
23,65734528.0,0.26,1.3,0.005127994944682,0.257,1.22,0.0033468596354605806,162489
