layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
0.5,2.5094647408196953,2.164636413854801,2.9199245583284292,1.2695812588565643,0.3892543136052939,3.209121581420949,10000.0
1.0,2.5038847947845335,2.181268220871509,2.8581925214302117,0.9410489507049302,0.27220612530379235,1.9433802028631548,10000.0
1.5,2.48561751618405,2.190890780323969,2.8050479715767946,1.1243233199544687,0.3130081350360396,2.095815904280039,10000.0
2.0,2.4892607138832363,2.161047621229271,2.8728173861318127,1.100882582576749,0.31741547812605886,2.1620954814329063,10000.0
2.5,2.557698338785922,2.212251982859934,2.948828559152408,1.2325726622123119,0.4680366325583995,2.6464214721214514,10000.0
3.0,2.5032413309181147,2.13414153277859,2.9060653410324258,1.4284540626065363,0.28103964731729153,3.1718296968318036,10000.0
3.5,2.576196978944743,2.1682124188975966,2.9636583804782655,1.2884434856413876,0.4244409942841766,2.5941100915551534,10000.0
4.0,2.498212031965651,2.1392874336884367,2.869815629317577,1.1922450887049676,0.24601974618053374,2.45836577602749,10000.0
4.5,2.4904170883587753,2.159641752750467,2.849280381901005,1.0151782774886184,0.31381824083519966,2.1137767880472045,10000.0
5.0,2.4486189961315477,2.109040956749154,2.8129066319803457,1.0963869324827469,0.30869534729199527,2.1663045961802783,10000.0
5.5,2.4935800594148483,2.1512499796586755,2.8799529509773873,1.0958657302012478,0.4322414607111233,1.943415531050224,10000.0
6.0,2.5432391268905294,2.211810850534796,2.9621130850203854,1.4964733688371599,0.4467964024369306,3.4298356612881946,10000.0
6.5,2.534603827147415,2.1860095903168495,2.9253056326482865,1.1251949311116114,0.2596542696852138,2.4203554096453312,10000.0
7.0,2.5705890065899526,2.2421521278521697,2.9432224214684504,1.2106633370110682,0.3698452302669484,2.4531178930822213,10000.0
7.5,2.5478761090879023,2.218674178355281,2.9448336435594724,1.2807257415368003,0.4312977802450724,2.7057136771977097,10000.0
8.0,2.5270563358880738,2.2004043770294603,2.94155911036457,1.1809289234361957,0.4238233842464027,2.3997970099931916,10000.0
8.5,2.4991615921663572,2.15980123692926,2.868179892660187,0.9885052610900438,0.34132860667756737,2.1441441303535793,10000.0
9.0,2.4824486404117656,2.1502457831456163,2.8713583556568016,1.2750466539140284,0.3676586614560787,2.9354183802749625,10000.0
9.5,2.5121496440787725,2.1839167270034383,2.889865706477873,1.0750170935066246,0.36055885931359655,2.1292414775019033,10000.0
