layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_eta0,best_r_eta0
2,351356.2,148678.19,706957.6,923.54736,210.80054,1606.8633,9000.0,0.22,0.4,0.0180936072591105,0.014296961166644,0.023862677787177433,0.2
3,312139.72,38582.68,932037.7,3630.3247,275.33133,6762.3394,36000.0,0.23,0.0,0.0099120649257266,0.0071531615485336,0.0099120649257266,0.23
4,187205.52,7897.3657,1207961.4,18262.186,397.27072,9595.785,144000.0,0.26,-0.1,0.0124606474804405,0.0035777446059643,0.01745593284717062,0.27
5,28456.072,1183.8705,230827.5,27697.066,249.94458,9738.566,576000.0,0.29,-0.3,0.0097213194793306,0.0017891624583277,0.016840859065275327,0.32
6,8096.1895,235.466,68482.875,32479.947,217.74236,9809.027,2304000.0,0.34,-0.3,0.0065740789603503,0.0008946536675937,0.013094715198990747,0.38
7,1641.3776,53.9611,15413.679,34277.926,169.44151,9802.916,9216000.0,0.4,-0.37,0.0046881348050852,0.0004473449308468,0.011639236318365498,0.46
8,322.79156,20.681915,2861.0088,30335.098,128.80406,9633.439,36864000.0,0.45,-0.5,0.0056954528490356,0.0002236769881161,0.018856053615481483,0.57
9,78.24113,5.765494,836.34357,36303.645,103.36456,9672.646,147456000.0,0.6,-0.7,0.0107075371309509,0.000111839624535,0.029944589754394513,1.07
10,8.441141,0.7723184,75.92204,30066.248,93.83805,9509.907,589824000.0,5.0,-1.09,0.0255899999999025,5.5920094864633584e-05,0.1493638304113334,6.1
