layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,9000.0,0.22,0.4,0.0180936072591105,0.222,0.47,0.01603553314030992,7204
3,36000.0,0.23,0.0,0.0099120649257266,0.225,-0.09,0.008332481824189941,27000
4,144000.0,0.26,-0.1,0.0124606474804405,0.253,-0.19,0.010271638933511573,18000
5,576000.0,0.29,-0.3,0.0097213194793306,0.284,-0.34,0.007869630837408381,30375
6,2304000.0,0.34,-0.3,0.0065740789603503,0.336,-0.33,0.0061236389898173815,51256
7,9216000.0,0.4,-0.37,0.0046881348050852,0.4,-0.362,0.0045681966062463,91125
8,36864000.0,0.45,-0.5,0.0056954528490356,0.44,-0.54,0.004804048458954768,81000
9,147456000.0,0.6,-0.7,0.0107075371309509,0.59,-0.708,0.00983728345283652,19219
10,589824000.0,5.0,-1.09,0.0255899999999025,5.5,-1.092,0.025589999999875657,2845
