layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,27208.0,0.21,0.0,0.0209908268261739,0.207,-0.08,0.01842916773966663,5737
3,108832.0,0.09,-1.3,0.1315299999999998,0.087,-1.37,0.1315299999999998,106
4,333298.0,0.14,-1.2,0.0763669159504916,0.13,-1.24,0.07635999999999998,325
5,1149538.0,0.2,-1.0,0.0402470520078653,0.19,-1.05,0.040245136851560614,1122
6,4251250.0,0.25,-0.9,0.0209932235352335,0.24,-0.93,0.018533942610063248,5251
7,17005000.0,0.28,-1.0,0.016884959566793,0.28,-1.01,0.013339624979325393,10507
8,68020000.0,0.43,-1.0,0.0132541658266543,0.438,-1.0,0.013254083242001391,10507
9,272080000.0,1.3,-1.0,0.0244945490630108,1.29,-1.03,0.02449303525074409,3112
