layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_eta0,best_r_eta0
2,17165.852,16488.44521484375,17847.676806640626,4.017384689597342,3.1162858020534534,5.181984131493475,27208.0,0.21,0.0,0.0209908268261739,0.0082273201196278,0.0209908268261739,0.21
3,4524.57,4389.919519042969,4668.648500976562,11.562075677221774,8.780507610206996,15.26329781554768,108832.0,0.09,-1.3,0.1315299999999998,0.0041152012481055,0.13153967535011746,0.29
4,1373.4995,1337.20921875,1411.2042218017575,9.261634168012447,7.796116411187856,11.177311546862365,333298.0,0.14,-1.2,0.0763669159504916,0.0023519198649528,0.08535553764780796,0.3
5,373.9722,363.160255279541,384.9922021484375,10.399796216198755,7.744356541979743,15.153512460290404,1149538.0,0.2,-1.0,0.0402470520078653,0.0012665428950382,0.07075580313053254,0.34
6,90.55869,87.97025382995605,93.37066242218016,11.086197582103532,8.39326054033911,15.483006672025429,4251250.0,0.25,-0.9,0.0209932235352335,0.000658638529926,0.05621005282481495,0.41
7,20.864292,20.13236427307129,21.656595315933227,18.333369636555272,11.867615870723622,29.35160876990464,17005000.0,0.28,-1.0,0.016884959566793,0.000329329071013,0.06263984912824261,0.61
8,4.537877,4.343648850917816,4.747077422142029,28.59776575966852,17.03324800286267,47.50207647657469,68020000.0,0.43,-1.0,0.0132541658266543,0.0001646669863926,0.0639537056931968,1.64
9,0.850108,0.7934992268681527,0.9333761680126188,97.79494190759311,21.79965085769581,222.87802340797435,272080000.0,1.3,-1.0,0.0244945490630108,8.233410583957582e-05,0.12362431704469623,6.1
