layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,27208.0,0.21,0.0,0.0210254449833707,0.204,-0.1,0.019211686819253948,5101
3,108832.0,0.09,-1.3,0.1330799999999998,0.087,-1.37,0.1330799999999998,106
4,333298.0,0.13,-1.2,0.0777999999999999,0.12,-1.24,0.07779999999999987,306
5,1149538.0,0.17,-1.1,0.0431226827164483,0.161,-1.14,0.043117610051248645,945
6,4251250.0,0.22,-1.0,0.0277339147403335,0.224,-0.97,0.020647299779415686,4151
7,17005000.0,0.28,-1.0,0.0159148218133051,0.271,-1.02,0.01350193380469994,10507
8,68020000.0,0.42,-1.0,0.0123914114630656,0.42,-1.0,0.01239141146306566,12454
9,272080000.0,1.3,-1.0,0.0253344884971017,1.29,-1.03,0.025332957864742545,2952
