layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,9000.0,0.22,0.4,0.017328223618753,0.217,0.31,0.013913149988188211,9607
3,36000.0,0.22,-0.2,0.0155240080806415,0.226,-0.11,0.013650223497866265,10125
4,144000.0,0.27,0.0,0.0143939295775995,0.263,-0.1,0.01271372917426718,11389
5,576000.0,0.31,-0.1,0.0123618787140111,0.302,-0.2,0.010524860662266766,17085
6,2304000.0,0.36,-0.2,0.0076681465105926,0.355,-0.23,0.0069518332997928756,38442
7,9216000.0,0.44,-0.2,0.0066198690069151,0.43,-0.23,0.005400085921761666,60750
8,36864000.0,0.48,-0.4,0.0068824112298974,0.47,-0.45,0.005399417861894795,60750
9,147456000.0,0.6,-0.7,0.0085174266224689,0.594,-0.71,0.008222602246935795,27000
10,589824000.0,49.0,-1.1,0.0279592898143312,9.9999,-1.07,0.022544635818924796,3796
