layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,9000.0,0.22,0.4,0.0176736688625633,0.216,0.31,0.014511614144503526,9000.0
3,36000.0,0.23,0.0,0.0162210713312374,0.232,0.02,0.013929526007962045,9607.0
4,144000.0,0.26,-0.1,0.0133629508406654,0.253,-0.2,0.011648252327939201,13500.0
5,576000.0,0.29,-0.3,0.0106608716211096,0.282,-0.36,0.008582831309285721,25627.0
6,2304000.0,0.34,-0.3,0.0064797479350655,0.336,-0.33,0.006308535748963479,45562.0
7,9216000.0,0.43,-0.2,0.0066464759207488,0.421,-0.25,0.005785653486290565,54000.0
8,36864000.0,0.45,-0.5,0.0051624028057109,0.455,-0.48,0.004101371684367305,108000.0
9,147456000.0,0.59,-0.7,0.0066345792823879,0.591,-0.7,0.0065481490751753135,45562.0
10,589824000.0,49.0,-1.1,0.0292371903012726,41.0,-1.08,0.026099999999973478,2845.0
