layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_eta0,best_r_eta0,best_r,best_eta,kstest_stat_best,iter1_r,iter1_eta,kstest_stat_iter1,n_pval_0.05
2,188570.73,99638.347265625,330262.20578125,536.032943291441,113.30453891719785,760.9435182581135,9000.0,0.22,0.4,0.0176736688625633,0.014296961166644,0.0259010965973252,0.2,0.216,0.31,0.014511614144503526,0.216,0.31,0.014511614144503526,9000.0
3,42568.312,23773.759023437506,71607.31816406253,488.995292885301,135.9745161189162,891.2730987430903,36000.0,0.23,0.0,0.0162210713312374,0.0071531615485336,0.0162210713312374,0.23,0.232,0.02,0.013929526007962045,0.232,0.02,0.013929526007962045,9607.0
4,10773.336,5322.669938964844,20877.78974609375,785.2427872433466,131.39226090037934,1768.9526651761955,144000.0,0.26,-0.1,0.0133629508406654,0.0035777446059643,0.0184977301627404,0.27,0.253,-0.2,0.011648252327939201,0.253,-0.2,0.011648252327939201,13500.0
5,1800.4349,923.8530337524414,3624.651760253912,858.0374324873367,109.91374896677202,2074.878934233327,576000.0,0.29,-0.3,0.0106608716211096,0.0017891624583277,0.0178312352256391,0.32,0.282,-0.36,0.008582831309285721,0.282,-0.36,0.008582831309285721,25627.0
6,390.8875,183.2886490631104,971.4698043823242,1521.5396323302837,104.03552899837588,3444.5238925697777,2304000.0,0.34,-0.3,0.0064797479350655,0.0008946536675937,0.0128993181458186,0.38,0.336,-0.33,0.006308535748963479,0.336,-0.33,0.006308535748963479,45562.0
7,98.47922,41.024356594085695,351.60381179809605,3306.7049641323383,84.34886676202444,5672.120160071805,9216000.0,0.43,-0.2,0.0066464759207488,0.0004473449308468,0.0108841569246342,0.46,0.421,-0.25,0.005785653486290565,0.421,-0.25,0.005785653486290565,54000.0
8,33.173733,15.926920800209048,100.37402923583994,2264.614115808049,78.3217613964366,4638.636881169377,36864000.0,0.45,-0.5,0.0051624028057109,0.0002236769881161,0.0152432374667067,0.57,0.455,-0.48,0.004101371684367305,0.455,-0.48,0.004101371684367305,108000.0
9,11.252635,4.427864716053009,43.877699890136725,5137.098532126801,82.3298659260664,6105.371533998571,147456000.0,0.59,-0.7,0.0066345792823879,0.000111839624535,0.0256054443330465,1.04,0.591,-0.7,0.0065481490751753135,0.591,-0.7,0.0065481490751753135,45562.0
10,1.8759142,0.6159921610355378,10.18480234146122,9775.981566576856,78.6842514527269,7496.855320377176,589824000.0,49.0,-1.1,0.0292371903012726,5.5920094864633584e-05,0.1454956699801018,6.2,41.0,-1.08,0.026099999999973478,41.0,-1.08,0.026099999999973478,2845.0
