layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_eta0,best_r_eta0
2,181300.62,101526.978984375,290784.25375000056,377.2585812884295,142.297880056219,530.9305094800983,9000.0,0.21,0.2,0.0152176342426592,0.014296961166644,0.020247916378522635,0.2
3,38789.977,21575.42372070313,67721.48511718756,543.3321480835497,122.40276990926482,1044.4826632362417,36000.0,0.23,0.0,0.0106716334072067,0.0071531615485336,0.0106716334072067,0.23
4,9777.212,4939.198439941406,17949.988955078144,703.3798218580005,122.03848054200064,1327.723891883142,144000.0,0.26,-0.1,0.0119997508168903,0.0035777446059643,0.017448012058298115,0.27
5,1796.3158,838.1020260620118,4289.247299804692,1421.5090791720856,90.01246905050054,3420.725658054149,576000.0,0.29,-0.3,0.0100579693233957,0.0017891624583277,0.01746035002017421,0.32
6,385.11697,175.5240390777588,1132.752702636719,2320.6239478074667,86.75271970321333,4403.351937028806,2304000.0,0.34,-0.3,0.0067569376113453,0.0008946536675937,0.013431744496423259,0.38
7,101.06582,41.3393522644043,424.4450341796877,4759.82557788621,66.99057598328737,6336.491846628677,9216000.0,0.4,-0.36,0.0047234570139997,0.0004473449308468,0.010990354223257559,0.46
8,34.40266,17.916045846939088,89.42377151489266,1601.383351498536,74.52969510517121,3574.4281285567927,36864000.0,0.45,-0.5,0.0069002883856315,0.0002236769881161,0.019262254066463202,0.57
9,9.889628,5.271114230155946,25.13907466888428,1503.4479535247838,80.922001627378,3413.6395835180224,147456000.0,0.59,-0.7,0.0105469856318284,0.000111839624535,0.02895279168553494,1.03
10,1.4365472,0.7126555716991425,4.498755490779881,2683.974667864052,76.52347082330873,4568.202991532322,589824000.0,5.0,-1.08,0.0251799999999776,5.5920094864633584e-05,0.14582320689658368,6.2
