layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_eta0,best_r_eta0,best_r,best_eta,kstest_stat_best,iter1_r,iter1_eta,kstest_stat_iter1,n_pval_0.05
2,181300.62,101526.978984375,290784.25375000056,377.2585812884295,142.297880056219,530.9305094800983,9000.0,0.21,0.2,0.0152176342426592,0.014296961166644,0.0202479163785226,0.2,0.214,0.3,0.014654125749251123,0.214,0.3,0.014654125749251123,9000.0
3,38789.977,21575.42372070313,67721.48511718756,543.3321480835497,122.40276990926482,1044.4826632362417,36000.0,0.23,0.0,0.0106716334072067,0.0071531615485336,0.0106716334072067,0.23,0.228,-0.04,0.009572102426121755,0.228,-0.04,0.009572102426121755,20250.0
4,9777.212,4939.198439941406,17949.988955078144,703.3798218580005,122.03848054200064,1327.723891883142,144000.0,0.26,-0.1,0.0119997508168903,0.0035777446059643,0.0174480120582981,0.27,0.252,-0.2,0.009627327402683267,0.252,-0.2,0.009627327402683267,20250.0
5,1796.3158,838.1020260620118,4289.247299804692,1421.5090791720856,90.01246905050054,3420.725658054149,576000.0,0.29,-0.3,0.0100579693233957,0.0017891624583277,0.0174603500201742,0.32,0.284,-0.33,0.007744742503632884,0.284,-0.33,0.007744742503632884,30375.0
6,385.11697,175.5240390777588,1132.752702636719,2320.6239478074667,86.75271970321333,4403.351937028806,2304000.0,0.34,-0.3,0.0067569376113453,0.0008946536675937,0.0134317444964232,0.38,0.336,-0.32,0.006066659296045995,0.336,-0.32,0.006066659296045995,51256.0
7,101.06582,41.3393522644043,424.4450341796877,4759.82557788621,66.99057598328737,6336.491846628677,9216000.0,0.4,-0.36,0.0047234570139997,0.0004473449308468,0.0109903542232575,0.46,0.4,-0.352,0.004590471650854133,0.4,-0.352,0.004590471650854133,91125.0
8,34.40266,17.916045846939088,89.42377151489266,1601.383351498536,74.52969510517121,3574.4281285567927,36864000.0,0.45,-0.5,0.0069002883856315,0.0002236769881161,0.0192622540664632,0.57,0.44,-0.52,0.005350562667681941,0.44,-0.52,0.005350562667681941,64870.0
9,9.889628,5.271114230155946,25.13907466888428,1503.4479535247838,80.922001627378,3413.6395835180224,147456000.0,0.59,-0.7,0.0105469856318284,0.000111839624535,0.0289527916855349,1.03,0.58,-0.71,0.00972181329906252,0.58,-0.71,0.00972181329906252,20250.0
10,1.4365472,0.7126555716991425,4.498755490779881,2683.974667864052,76.52347082330873,4568.202991532322,589824000.0,5.0,-1.08,0.0251799999999776,5.5920094864633584e-05,0.1458232068965836,6.2,40.0,-1.09,0.025179999999970448,40.0,-1.09,0.025179999999970448,2845.0
