layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,9000.0,0.21,0.2,0.0152176342426592,0.214,0.3,0.014654125749251123,9000.0
3,36000.0,0.23,0.0,0.0106716334072067,0.228,-0.04,0.009572102426121755,20250.0
4,144000.0,0.26,-0.1,0.0119997508168903,0.252,-0.2,0.009627327402683267,20250.0
5,576000.0,0.29,-0.3,0.0100579693233957,0.284,-0.33,0.007744742503632884,30375.0
6,2304000.0,0.34,-0.3,0.0067569376113453,0.336,-0.32,0.006066659296045995,51256.0
7,9216000.0,0.41,-0.3,0.0055121917810584,0.401,-0.35,0.0047197240051309874,81000.0
8,36864000.0,0.45,-0.5,0.0069002883856315,0.44,-0.52,0.005350562667681941,64870.0
9,147456000.0,0.59,-0.7,0.0105469856318284,0.58,-0.71,0.00972181329906252,20250.0
10,589824000.0,49.0,-1.1,0.0274810930662326,40.0,-1.09,0.025179999999970448,2845.0
