,layer,inital_r_bound,inital_eta_bound,inital_pass_pct,final_r_bound,final_eta_bound,final_pass_pct
0,2.0,0.01,0.1,0.6528925619834711,0.005,0.05,1.0
1,3.0,0.01,0.1,0.4628099173553719,0.005,0.05,0.9090909090909091
2,4.0,0.01,0.1,0.2644628099173554,0.001,0.01,1.0
3,5.0,0.01,0.1,0.11570247933884298,0.001,0.01,0.9586776859504132
4,6.0,0.01,0.1,0.03305785123966942,0.0005,0.005,0.8347107438016529
5,7.0,0.01,0.1,0.05785123966942149,0.0001,0.001,1.0
6,8.0,0.01,0.1,0.0,1e-05,0.0001,0.0
