band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05
2,188702370.0,182617675.52,194951902.08,5.769590850637412,4.866097355425465,6.792126674308851,47614.0,0.16,1.6,0.013900361622595336,0.0062204080553092435
5,69923600.0,68054161.32,71842503.95999998,8.911054504209602,7.558330595395492,10.575382985591498,102030.0,0.16,1.1,0.014659181468666627,0.004250109478285763
8,20197050.0,19628340.85,20805737.25,10.60368928381128,7.9452385925906,15.522001094489962,326496.0,0.17,1.1,0.011218942840406698,0.002376287493954915
11,5333559.0,5193813.045,5478256.129999999,9.182022083467132,7.507997274337423,11.4383845462192,904666.0,0.17,0.6,0.008976069256636077,0.0014276807376072355
14,1659426.8,1612947.58375,1708810.0475,10.649115914015274,7.7420170768268575,15.256872174076104,2727602.0,0.18,0.6,0.010865046473377937,0.0008222587962986603
17,407804.0,390546.4290625,431939.78921875,34.724664826286364,9.06517934175183,95.04978609541726,8298440.0,0.19,0.4,0.008929263275413324,0.00047142713729943133
20,68779.05,62251.62486328125,81270.05589843748,315.7858806386263,9.981532505820576,819.4386401992487,25140192.0,0.23,1.0,0.0038909929090316653,0.0002708547073073513
23,16060.07,15409.8797265625,17093.326210937495,39.69077820460998,5.678057355723203,119.66832443401844,65734528.0,0.26,1.3,0.0022315007312370128,0.00016750507336682816
