layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,27208.0,0.21,0.0,0.0209023041009651,0.205,-0.1,0.019505525696458692,5101
3,108832.0,0.12,-1.2,0.1324399999999998,0.11,-1.27,0.1324399999999999,106
4,333298.0,0.2,-0.9,0.0770699999999998,0.19,-0.902,0.07706999999999992,306
5,1149538.0,0.17,-1.1,0.0421574155329103,0.162,-1.14,0.04215403985692584,1062
6,4251250.0,0.22,-1.0,0.0236604536151521,0.228,-0.97,0.021304151515127434,4151
7,17005000.0,0.28,-1.0,0.0185749443461913,0.27,-1.03,0.013764357510432312,9340
8,68020000.0,0.43,-1.0,0.0124702158231259,0.42,-1.01,0.011656143702844901,14010
9,272080000.0,1.1,-1.01,0.0160243965481804,1.13,-1.01,0.015455885981537965,7878
