layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_eta0,best_r_eta0,best_r,best_eta,kstest_stat_best,iter1_r,iter1_eta,kstest_stat_iter1,n_pval_0.05
2,259579.56,131240.28390625,470261.26843750005,604.8224684741983,174.28471698753742,1037.5639950154116,9000.0,0.22,0.4,0.0227213846331105,0.014296961166644,0.034538387063024,0.2,0.224,0.48,0.018825161247511824,0.224,0.48,0.018825161247511824,5062
3,152081.16,33518.096328125,403340.9414062503,2549.765036169302,223.88391888894603,4695.330717116702,36000.0,0.22,-0.2,0.0117492420128741,0.0071531615485336,0.0214701940828967,0.23,0.225,-0.13,0.009672335968329414,0.225,-0.13,0.009672335968329414,20250
4,78858.97,6885.883830566407,461394.2248437506,14657.448386527652,293.7829963947764,9168.676141946413,144000.0,0.25,-0.3,0.0119900558630318,0.0035777446059643,0.0152051949453111,0.27,0.249,-0.29,0.009849328333758567,0.249,-0.29,0.009849328333758567,19219
5,12176.862,1068.3210992431643,90190.50324218858,21677.273778693783,231.10868231171844,9445.87376469597,576000.0,0.3,-0.23,0.0099628437502446,0.0017891624583277,0.0129050770357548,0.32,0.3,-0.223,0.009768646313122131,0.3,-0.223,0.009768646313122131,20250
6,3260.6511,201.63094329833987,25645.814599609377,27216.90215694249,199.1626868030312,9588.528159160502,2304000.0,0.36,-0.2,0.0074619396524325,0.0008946536675937,0.0117443093416839,0.38,0.355,-0.24,0.00696394585120208,0.355,-0.24,0.00696394585120208,38442
7,654.38367,45.5139005470276,5677.879033203126,29052.20301282469,151.45434124969898,9582.096471859835,9216000.0,0.44,-0.2,0.0061280775595861,0.0004473449308468,0.0081026816378581,0.47,0.43,-0.25,0.005345798056961892,0.43,-0.25,0.005345798056961892,68343
8,140.63544,17.713533678054812,1120.7060247802738,24279.326649689257,130.93667013464253,9242.21998761295,36864000.0,0.46,-0.5,0.0059400215813331,0.0002236769881161,0.016291523099827,0.59,0.469,-0.47,0.0047533526822258355,0.469,-0.47,0.0047533526822258355,81000
9,35.480026,5.213047516345978,327.25522445678786,26908.9762919356,112.38790673730786,9273.162569712822,147456000.0,0.6,-0.72,0.0081138252169169,0.000111839624535,0.0267937785322217,1.09,0.6,-0.717,0.008019077193107058,0.6,-0.717,0.008019077193107058,30375
10,4.1873384,0.7409520256519317,29.79048491477976,18533.22455528176,103.13641318986616,8832.016134339727,589824000.0,4.0,-1.07,0.021729577127071,5.5920094864633584e-05,0.1466190064457387,6.2,3.1,-1.067,0.021386669895385513,3.1,-1.067,0.021386669895385513,4050
