layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,3180.0,0.42,5.7,0.0180689502674165,0.42,5.679,0.017519866326516365,6034
3,12720.0,0.51,7.3,0.0046148019531871,0.5089,7.211,0.004221089215717844,108666
4,50880.0,0.44,1.4,0.0062703615061079,0.4354,1.3,0.005286301716882269,64395
5,203520.0,0.47,0.2,0.0052352461571993,0.4591,0.1099,0.003590710893849436,144888
6,814080.0,0.51,-0.6,0.0043472121757561,0.51779,-0.57791,0.0035360644518124262,152640
7,3256320.0,0.97,-0.9,0.0104119010037891,0.97389,-0.89999,0.010243548030930305,18109
8,13025280.0,1.44,-1.2,0.051526521644814,1.4509,-1.2159,0.04503941860052979,894
